Type_Chamber,Type_Bill,Type_Number,Congress,Date,Title,Chamber,Sponsor,Party,State,District,Date_Intro,Cosponsors,Committees,Date_Last,Last_Action
S,B,2731,110,2007,"Tom Lantos and Henry J. Hyde United States Global Leadership Against HIV/AIDS, Tuberculosis, and Malaria Reauthorization Act of 2008",Senate," Biden, Joseph R",D,DE,0,3/7/08,13,Senate - Foreign Relations,7/16/08,See also H.R. 5501.
S,B,1711,110,2007,Drug Sentencing Reform and Cocaine Kingpin Trafficking Act of 2007,Senate," Biden, Joseph R",D,DE,0,6/27/07,7,Senate - Judiciary,2/12/08,Committee on the Judiciary Subcommittee on Crime and Drugs. Hearings held.
S,B,2279,110,2007,International Violence Against Women Act of 2007,Senate," Biden, Joseph R",D,DE,0,10/31/07,21,Senate - Foreign Relations,10/31/07,Read twice and referred to the Committee on Foreign Relations.
S,B,2237,110,2007,Crime Control and Prevention Act of 2007,Senate," Biden, Joseph R",D,DE,0,10/25/07,2,Senate - Judiciary,10/25/07,Read twice and referred to the Committee on the Judiciary.
S,B,1687,110,2007,Global Pathogen Surveillance Act of 2007,Senate," Biden, Joseph R",D,DE,0,6/25/07,3,Senate - Foreign Relations,9/11/07,Placed on Senate Legislative Calendar under General Orders. Calendar No. 350.
S,B,871,108,2003,Global Pathogen Surveillance Act of 2003,Senate," Biden, Joseph R",D,DE,0,4/10/03,5,Senate - Foreign Relations,4/14/03,Star Print ordered on the bill.
S,B,2210,107,2001,Debt Relief Enhancement Act of 2002,Senate," Biden, Joseph R",D,DE,0,4/18/02,14,Senate - Foreign Relations,4/18/02,Read twice and referred to the Committee on Foreign Relations.
S,B,2061,106,1999,Kids 2000 Act,Senate," Biden, Joseph R",D,DE,0,2/10/00,22,Senate - Judiciary,2/10/00,Read twice and referred to the Committee on the Judiciary.
S,B,2955,101,1989,Pharmacotherapy Development Act of 1990,Senate," Biden, Joseph R",D,DE,0,8/2/90,8,Senate - Labor and Human Resources,9/17/90,Committee on Labor and Human Resources requested executive comment from National Institute of Drug Abuse.
S,B,2786,101,1989,Comprehensive Thrift and Bank Fraud Prosecution Act of 1990,Senate," Biden, Joseph R",D,DE,0,6/26/90,24,Senate - Judiciary,6/26/90,Read twice and referred to the Committee on Judiciary.
S,B,2650,101,1989,National Drug Control Strategy Act of 1990,Senate," Biden, Joseph R",D,DE,0,5/17/90,0,Senate - Judiciary,5/17/90,Read twice and referred to the Committee on Judiciary.
S,B,1970,101,1989,"A bill to establish constitutional procedures for the imposition of the sentence of death, and for other purposes.",Senate," Biden, Joseph R",D,DE,0,11/21/89,2,,10/23/90,Senate passed companion measure H.R. 5269 in lieu of this measure by Voice Vote.
S,B,2798,99,1985,Comprehensive Narcotics Control Act of 1986,Senate," Biden, Joseph R",D,DE,0,9/9/86,46,,9/15/86,Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 910.
S,B,830,98,1983,National Security and Violent Crime Control Act of 1983,Senate," Biden, Joseph R",D,DE,0,3/16/83,28,Senate - Judiciary,4/15/83,Committee on Judiciary. Referred jointly to the Subcommittee on Juvenile Justice.
S,B,2004,115,2017,Combating the Opioid Epidemic Act,Senate," Casey, Robert P",D,PA,0,10/25/17,19,"Senate - Health, Education, Labor, and Pensions",10/25/17,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
S,B,2389,113,2013,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2015",Senate," Pryor, Mark L",D,AR,0,5/22/14,0,Senate - Appropriations,5/22/14,Placed on Senate Legislative Calendar under General Orders. Calendar No. 390.
S,J,161,101,1989,"A joint resolution to designate the week of October 22, 1989, through October 28, 1989, and the week of October 21, 1990, through October 27, 1990, as ""National Adult Immunization Awareness Week"".",Senate," Pryor, David H",D,AR,0,6/21/89,49,House - Post Office and Civil Service | Senate - Judiciary,7/5/89,Referred to the Subcommittee on Census and Population.
S,J,152,101,1989,"A joint resolution to designate the last full week of October, October 22 through October 28, 1989, and the last full week of October thereafter as ""National Adult Immunization Awareness Week"".",Senate," Pryor, David H",D,AR,0,6/7/89,51,Senate - Judiciary,6/7/89,Read twice and referred to the Committee on Judiciary.
S,B,745,113,2013,National Forest Insect and Disease Treatment Act of 2013,Senate," Bennet, Michael F",D,CO,0,4/17/13,3,"Senate - Agriculture, Nutrition, and Forestry",4/17/13,"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry."
S,B,2472,110,2007,Global Pediatric HIV/AIDS Prevention and Treatment Act,Senate," Dodd, Christopher J",D,CT,0,12/13/07,1,Senate - Foreign Relations,12/13/07,Read twice and referred to the Committee on Foreign Relations.
S,B,3563,110,2007,Security Assistance Act of 2008,Senate," Dodd, Christopher J",D,CT,0,9/24/08,0,Senate - Foreign Relations,9/24/08,Placed on Senate Legislative Calendar under General Orders. Calendar No. 1074.
S,B,975,109,2005,Project BioShield II Act of 2005,Senate," Lieberman, Joseph I",D,CT,0,4/28/05,2,,7/21/05,"Committee on Health, Education, Labor, and Pensions. Held a roundtable discussion of the bill."
S,B,2104,109,2005,American Center for Cures Act of 2005,Senate," Lieberman, Joseph I",D,CT,0,12/14/05,3,"Senate - Health, Education, Labor, and Pensions",12/14/05,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
S,B,666,108,2003,"Biological, Chemical, and Radiological Weapons Countermeasures Research Act",Senate," Lieberman, Joseph I",D,CT,0,3/19/03,1,Senate - Finance,10/6/04,"Committees on Health, Education, Labor, and Pensions; the Judiciary. Hearings held."
S,B,3148,107,2001,"Biological, Chemical, and Radiological Weapons Countermeasures Research Act of 2002",Senate," Lieberman, Joseph I",D,CT,0,10/17/02,1,Senate - Finance,10/17/02,Read twice and referred to the Committee on Finance.
S,B,303,107,2001,Three R's Act,Senate," Lieberman, Joseph I",D,CT,0,2/13/01,10,"Senate - Health, Education, Labor, and Pensions",2/13/01,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions. (text of measure as introduced:  CR S1273-1311)"
S,B,2254,106,1999,"Public Education Reinvestment, Reinvention, and Responsibility Act (Three R's)",Senate," Lieberman, Joseph I",D,CT,0,3/21/00,8,"Senate - Health, Education, Labor, and Pensions",3/21/00,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
S,Con,54,102,1991,A concurrent resolution expressing the sense of the Congress regarding the provision of medical and humanitarian assistance to Iraqi families and children in greatest need.,Senate," Dodd, Christopher J",D,CT,0,7/16/91,7,Senate - Foreign Relations,7/16/91,Referred to the Committee on Foreign Relations.
S,Res,295,106,1999,A resolution expressing the sense of the Senate that the carrying of firearms into places of worship or educational and scholastic settings should be prohibited.,Senate," Lieberman, Joseph I",D,CT,0,4/25/00,27,Senate - Judiciary,4/25/00,Referred to the Committee on the Judiciary.
S,Res,314,113,2013,A resolution commemorating and supporting the goals of World AIDS Day.,Senate," Coons, Christopher A",D,DE,0,12/10/13,2,Senate - Foreign Relations,5/14/14,S.Amdt.3097 Amendment SA 3097 agreed to in Senate by Unanimous Consent. 
S,Res,540,114,2015,A resolution commending the officers of the Commissioned Corps of the Public Health Service for their work in fighting Ebola.,Senate," Coons, Christopher A",D,DE,0,7/14/16,1,,7/14/16,"Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Unanimous Consent."
S,Res,541,113,2013,"A resolution recognizing the severe threat that the Ebola outbreak in West Africa poses to populations, governments, and economies across Africa and, if not properly contained, to regions across the globe, and expressing support for those affected by this epidemic.",Senate," Coons, Christopher A",D,DE,0,9/10/14,20,Senate - Foreign Relations,9/18/14,Resolution agreed to in Senate without amendment and an amended preamble by Unanimous Consent. (consideration: CR S5878-5879; text of measure as reported in Senate: CR S5878-5879; text as passed Senate: CR S5879-5880)
S,Res,597,113,2013,A resolution commemorating and supporting the goals of World AIDS day.,Senate," Coons, Christopher A",D,DE,0,12/10/14,3,Senate - Foreign Relations,12/11/14,Placed on Senate Legislative Calendar under General Orders. Calendar No. 649.
S,B,3660,115,2017,Health Equity and Accountability Act of 2018,Senate," Hirono, Mazie K",D,HI,0,11/27/18,10,Senate - Finance,11/27/18,Read twice and referred to the Committee on Finance.
S,B,2474,112,2011,Health Equity and Accountability Act of 2012,Senate," Akaka, Daniel K",D,HI,0,4/26/12,2,"Senate - Health, Education, Labor, and Pensions",4/26/12,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
S,B,910,108,2003,Non-Homeland Security Mission Performance Act of 2003,Senate," Akaka, Daniel K",D,HI,0,4/11/03,4,Senate - Governmental Affairs,7/29/03,Placed on Senate Legislative Calendar under General Orders. Calendar No. 238.
S,B,2481,102,1991,Indian Health Amendments of 1992,Senate," Inouye, Daniel K",D,HI,0,3/25/92,16,Senate - Indian Affairs,10/29/92,Became Public Law No: 102-573.
S,Res,208,108,2003,A resolution expressing the sense of the Senate in support of improving American defenses against the spread of infectious diseases.,Senate," Akaka, Daniel K",D,HI,0,7/31/03,0,"Senate - Health, Education, Labor, and Pensions",9/9/04,Sponsor introductory remarks on measure. (CR S9027)
S,Res,233,114,2015,"A resolution recognizing July 28, 2015, as ""World Hepatitis Day"".",Senate," Hirono, Mazie K",D,HI,0,7/28/15,2,"Senate - Health, Education, Labor, and Pensions",7/28/15,"Referred to the Committee on Health, Education, Labor, and Pensions."
S,Res,600,115,2017,"A resolution recognizing July 28, 2018, as ""World Hepatitis Day"".",Senate," Hirono, Mazie K",D,HI,0,7/31/18,1,"Senate - Health, Education, Labor, and Pensions",7/31/18,"Referred to the Committee on Health, Education, Labor, and Pensions. (text of measure as introduced: CR S5520-5521)"
S,B,3075,114,2015,Addiction Prevention and Responsible Opioid Practices Act,Senate," Durbin, Richard J",D,IL,0,6/16/16,0,Senate - Finance,6/16/16,Read twice and referred to the Committee on Finance.
S,B,1175,110,2007,Child Soldier Prevention Act of 2007,Senate," Durbin, Richard J",D,IL,0,4/19/07,35,Senate - Foreign Relations,4/24/07,Committee on the Judiciary. Hearings held.
S,B,805,110,2007,African Health Capacity Investment Act of 2007,Senate," Durbin, Richard J",D,IL,0,3/7/07,30,Senate - Foreign Relations,10/9/07,Placed on Senate Legislative Calendar under General Orders. Calendar No. 414.
S,B,1276,110,2007,Methamphetamine Production Prevention Act of 2008,Senate," Durbin, Richard J",D,IL,0,5/3/07,14,"House - Energy and Commerce, Judiciary | Senate - Judiciary",10/14/08,Became Public Law No: 110-415.
S,B,3775,109,2005,African Health Capacity Investment Act of 2006,Senate," Durbin, Richard J",D,IL,0,8/2/06,6,Senate - Foreign Relations,8/2/06,Read twice and referred to the Committee on Foreign Relations.
S,B,250,108,2003,Global CARE Act,Senate," Durbin, Richard J",D,IL,0,1/30/03,5,"Senate - Health, Education, Labor, and Pensions",1/30/03,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
S,B,1936,107,2001,Global Coordination of HIV/AIDS Response Act,Senate," Durbin, Richard J",D,IL,0,2/12/02,0,"Senate - Health, Education, Labor, and Pensions",2/12/02,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
S,B,2114,105,1997,Older Women's Protection From Violence Act of 1998,Senate," Durbin, Richard J",D,IL,0,5/22/98,20,Senate - Labor and Human Resources,5/22/98,Read twice and referred to the Committee on Labor and Human Resources.
S,Res,473,112,2011,A resolution commending Rotary International and others for their efforts to prevent and eradicate polio.,Senate," Durbin, Richard J",D,IL,0,5/24/12,11,Senate - Foreign Relations,6/26/12,Resolution agreed to in Senate without amendment and with a preamble by Unanimous Consent.
S,Res,720,115,2017,"A resolution expressing the condolences of the Senate and honoring the memory of the victims of the shooting at Mercy Hospital and Medical Center in Chicago, Illinois, on November 19, 2018.",Senate," Durbin, Richard J",D,IL,0,12/11/18,1,,12/11/18,"Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Unanimous Consent. (consideration: CR S7453; text: CR S7436)"
S,B,1576,112,2011,Assessing Progress in Haiti Act,Senate," Landrieu, Mary L",D,LA,0,9/19/11,7,Senate - Foreign Relations,9/19/11,Read twice and referred to the Committee on Foreign Relations.
S,B,2931,115,2017,National Milestones to Measure Progress in Ending the Opioid Epidemic Act of 2018,Senate," Markey, Edward J",D,MA,0,5/23/18,2,"Senate - Health, Education, Labor, and Pensions",5/23/18,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
S,B,2546,115,2017,MASS Act,Senate," Markey, Edward J",D,MA,0,3/14/18,1,Senate - Judiciary,3/14/18,Read twice and referred to the Committee on the Judiciary.
S,B,1809,112,2011,Viral Hepatitis Testing Act of 2011,Senate," Kerry, John F",D,MA,0,11/3/11,2,"Senate - Health, Education, Labor, and Pensions",11/3/11,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
S,B,3711,111,2009,Viral Hepatitis and Liver Cancer Control and Prevention Act of 2010,Senate," Kerry, John F",D,MA,0,8/5/10,0,"Senate - Health, Education, Labor, and Pensions",8/5/10,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
S,B,1445,110,2007,Hepatitis C Epidemic Control and Prevention Act,Senate," Kennedy, Edward M",D,MA,0,5/22/07,13,"Senate - Health, Education, Labor, and Pensions",5/22/07,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
